OrderID,OrderDate,CustomerID,Country,Region,Product,Quantity,UnitPrice,Discount,ShippingMode,Category,Sales,Profit
10445,2023-10-20,1057,Mexico,North,Mouse,9,1981,0.02,Express,Accessories,17829,6271.984272802798
10023,2023-05-26,1144,Canada,Central,Monitor,5,975,0.23,Same Day,Electronics,4875,-268.57916339412486
10375,2023-01-15,1078,India,West,Mobile,5,488,0.28,EXPRESS,Electronics,2440,-224.0229214601584
10411,2022-08-05,1173,France,Central,Laptop,7,1489,0.16,Express,Electronics,10423,3538.46497309366
10811,2022-07-15,1104,Japan,Central,Mobile,5,439,0.08,standard,Electronics,2195,317.5787473808699
10030,2023-07-17,1053,France,West,Mobile,7,1862,0.1,Express,Electronics,13034,4507.069228003653
10009,2022-05-11,1116,UK,South,Tablet,8,1616,0.1,Same Day,Electronics,12928,3963.0796222205317
10616,2022-05-06,1034,Mexico,Central,Tablet,8,840,0.23,Standard,Electronics,6720,-669.8991528570712
10840,2022-08-06,1074,France,Central,Tablet,4,710,0.2,EXPRESS,Electronics,2840,342.8779177837821
10516,2024-08-16,1087,Brazil,South,Laptop,2,1864,0.23,standard,Electronics,3728,541.7480069899188
10234,2024-05-28,1109,USA,Central,laptop,4,1979,0.02,Express,Electronics,7916,3113.1592766980716
10299,2024-04-17,1080,Germany,South,Laptop,2,1336,0.3,Standard,Electronics,2672,-339.7759841985113
10504,2023-10-30,1109,USA,West,Camera,5,760,0.17,standard,Electronics,3800,375.6268362098185
10461,2024-12-29,1173,Australia,North,Smartwatch,9,474,0.19,Same Day,Electronics,4266,766.888355469559
10021,2023-04-20,1137,France,Central,Mobile,7,936,0.23,Standard,Electronics,6552,445.71210704250007
10031,2024-04-11,1106,Germany,West,Monitor,4,1759,0.39,EXPRESS,Electronics,7036,-685.0239091960984
10266,2024-05-03,1141,Australia,South,Smartwatch,6,1235,,EXPRESS,Electronics,7410,1252.189588760323
10781,2023-02-06,1095,Brazil,North,Mobile,2,836,0.22,Standard,Electronics,1672,64.86432818176348
10740,2022-04-23,1019,Brazil,East,Mouse,4,1604,0.39,standard,Accessories,6416,-353.9352769617567
10555,2023-11-08,1122,France,East,Tablet,8,1194,0.29,Standard,Electronics,9552,1638.6423457017954
10340,2022-09-04,1022,Japan,South,Mouse,1,535,0.07,Standard,Accessories,535,17.01650730309096
10323,2024-04-10,1168,Japan,East,Smartwatch,2,1849,0.24,Express,Electronics,3698,-312.2791188748606
10788,2022-05-23,1054,Germany,South,Monitor,8,1087,0.05,Standard,Electronics,8696,3778.9631109543952
10899,2022-05-28,1123,Canada,Central,Mobile,6,44,0.26,Same Day,Electronics,264,-17.361784913857903
10632,2024-10-25,1003,Germany,,Camera,4,1737,0.35,Same Day,Electronics,6948,166.1496434810474
10404,2024-01-09,1133,Mexico,West,Printer,1,1289,0.01,Express,Office,1289,544.6803306274106
10481,2024-04-03,1045,India,North,Monitor,4,603,0.38,Same Day,Electronics,2412,218.77264115718992
10014,2024-08-13,1030,Canada,North,Camera,5,1146,0.26,Standard,Electronics,5730,-738.5358452109392
10537,2022-08-12,1115,Japan,East,laptop,8,917,0.31,Standard,Electronics,7336,-183.04549643844894
10359,2023-06-06,1112,Japan,Central,Mouse,9,656,0.37,Express,Accessories,5904,567.6135035345401
10715,2023-06-27,1170,Japan,Central,Tablet,1,1773,0.18,Standard,Electronics,1773,418.3944283924642
10788,2022-05-23,1054,Germany,South,Monitor,8,1087,0.05,Standard,Electronics,8696,3778.9631109543952
10105,2023-05-18,1142,India,West,Monitor,2,293,0.16,standard,Electronics,586,128.57866990533944
10528,2022-01-10,1160,Australia,Central,Keyboard,7,1840,0.38,standard,Accessories,12880,117.16463896899313
10651,2024-04-10,1038,USA,South,Keyboard,9,1224,0.34,standard,Accessories,11016,-52.2259004479115
10572,2023-03-14,1126,Mexico,Central,Camera,6,1221,0.01,Express,Electronics,7326,2707.0118137359304
10338,2024-02-29,1057,India,North,Laptop,6,799,0.26,standard,Electronics,4794,-633.6682364051517
10006,2022-11-27,1121,Japan,East,Mouse,8,1946,0.23,EXPRESS,Accessories,15568,-594.3102855484403
10449,2024-08-11,1161,France,North,Laptop,7,44,0.2,standard,Electronics,308,-13.679314876579987
10485,2022-02-27,1016,Canada,East,Mobile,8,328,0.3,standard,Electronics,2624,-227.05508051243908
10488,2022-06-22,1008,Canada,North,Headphones,7,455,0.01,Standard,Accessories,3185,742.3876196919354
10744,2022-03-31,1118,Brazil,South,Laptop,1,401,0.11,Same Day,Electronics,401,117.12410037052318
10054,2023-02-06,1055,UK,East,Laptop,3,1258,0.18,standard,Electronics,3774,-259.7319252916179
10543,2023-11-20,1102,UK,South,Tablet,7,504,0.17,Express,Electronics,3528,1062.1024339244545
10453,2024-08-03,1024,France,North,Mobile,6,76,0.29,Standard,Electronics,456,2.1095477242504614
10971,2022-09-18,1124,Brazil,West,Smartwatch,5,1591,0.26,Standard,Electronics,7955,-142.73193019339124
10276,2023-02-12,1194,Australia,Central,Tablet,7,1094,0.01,EXPRESS,Electronics,7658,2968.1759426779736
10880,2023-10-02,1132,Canada,South,Mouse,4,1309,0.19,standard,Accessories,5236,1255.2319391345964
10800,2023-07-08,1088,Germany,Central,MOBILE,9,936,0.02,EXPRESS,Electronics,8424,1896.924563714177
10059,2022-09-27,1189,India,North,MOBILE,4,1005,0.29,Standard,Electronics,4020,829.2290524541352
10400,2023-11-07,1006,Germany,West,Laptop,1,1172,0.25,Express,Electronics,1172,38.76977142883811
10801,2024-11-04,1045,Germany,West,Mouse,6,1188,,Same Day,Accessories,7128,1321.1386074813722
10305,2022-09-21,1114,Brazil,North,Monitor,4,1197,0.01,Same Day,Electronics,4788,1067.8857759216066
10032,2023-10-09,1192,Japan,North,Mobile,4,75,0.38,Standard,Electronics,300,22.486892478093523
10312,2024-06-02,1090,Australia,South,Headphones,3,1883,0.37,Express,Accessories,5649,-387.12093399418245
10724,2023-10-08,1174,Germany,West,Smartwatch,6,1801,0.08,Express,Electronics,10806,
10301,2024-09-29,1039,Germany,East,Keyboard,9,1314,0.11,Standard,Accessories,11826,492.921055971791
10589,2022-04-13,1011,Brazil,West,Laptop,3,919,0.32,Same Day,Electronics,2757,-180.68930815451836
10094,2024-12-07,1079,Brazil,West,Camera,2,973,0.11,Same Day,Electronics,1946,697.2521065884634
10544,2022-04-15,1089,Germany,East,Camera,3,1001,0.21,Same Day,Electronics,3003,-275.2329278551723
10258,2024-09-07,1002,Japan,South,Keyboard,7,97,0.22,Express,Accessories,679,9.292956561054666
10913,2023-03-05,1116,Germany,South,Monitor,7,256,0.29,Express,Electronics,1792,-113.30427149628088
10911,2023-11-01,1124,Japan,East,Mobile,6,1908,0.23,EXPRESS,Electronics,11448,2111.9214961332136
10535,2024-12-24,1160,France,West,Mouse,6,1298,0.25,EXPRESS,Accessories,7788,220.61455302590184
10029,2024-08-15,1129,USA,East,Printer,5,1725,0.35,standard,Office,8625,20.638823181454427
10135,2024-08-30,1016,Brazil,South,Headphones,9,550,0.07,standard,Accessories,4950,479.1716056650593
10560,2022-02-20,1102,France,South,Keyboard,2,563,0.03,EXPRESS,Accessories,1126,465.6567963179855
10659,2022-10-30,1039,France,Central,Camera,9,326,0.04,Same Day,Electronics,2934,1114.3695255414011
10310,2024-05-26,1097,USA,South,Headphones,8,1310,0.09,standard,Accessories,10480,3717.274588862033
10230,2022-01-27,1092,Brazil,Central,Headphones,1,680,0.11,EXPRESS,Accessories,680,77.35263503083486
10309,2024-02-13,1039,Canada,South,MOBILE,4,908,0.07,Standard,Electronics,3632,1063.4982401797267
10909,2023-12-24,1033,Mexico,Central,Keyboard,7,38,0.08,standard,Accessories,1330,78.33357995227047
10562,2023-12-18,1040,USA,West,Mouse,6,1016,0.1,standard,Accessories,6096,462.9544027262667
10907,2023-03-11,1140,Australia,East,Tablet,1,1100,0.15,Standard,Electronics,1100,222.31536321601698
10191,2022-09-11,1141,France,West,Mobile,1,1955,0.4,Standard,Electronics,1955,-227.2577975619381
10644,2022-09-06,1116,Brazil,West,Laptop,4,387,0.18,Standard,Electronics,1548,175.88631201705778
10354,2023-03-08,1038,Germany,East,Printer,4,1124,0.05,Same Day,Office,4496,921.3484745371863
10557,2022-03-24,1008,Mexico,North,Keyboard,8,273,0.27,standard,Accessories,2184,-313.3418923977324
10761,2024-06-29,1170,India,West,Smartwatch,2,1410,0.3,standard,Electronics,2820,-109.10353283981294
10388,2024-02-15,1117,Japan,Central,MOBILE,5,1000,0.18,Express,Electronics,5000,-21.207696520322315
10806,2023-07-04,1030,Australia,North,Camera,5,433,0.22,Express,Electronics,2165,-49.76819792620728
10088,2024-11-17,1073,Canada,Central,Camera,8,1316,0.39,Express,Electronics,10528,-713.7140832600735
10529,2024-04-03,1167,Japan,,Tablet,6,1302,0.21,Standard,Electronics,7812,-848.9559068902868
10126,2023-11-13,1175,India,West,Printer,4,1663,0.23,Express,Office,6652,498.98558339745796
10249,2022-10-07,1019,,Central,Monitor,8,1742,0.08,standard,Electronics,13936,4759.2316201592175
10642,2023-06-30,1104,Australia,Central,Mouse,7,637,0.39,EXPRESS,Accessories,4459,-279.14788256025463
10519,2024-01-02,1075,France,West,Mouse,3,1573,0.18,standard,Accessories,4719,1373.4984402874716
10468,2022-06-22,1173,Germany,East,Headphones,7,948,0.24,Standard,Accessories,6636,1661.9618025624673
10473,2023-04-01,1191,Brazil,South,Headphones,2,454,0.01,Same Day,Accessories,908,385.0945143103094
10955,2022-01-07,1172,UK,South,Mouse,5,302,0.08,Standard,Accessories,1510,557.5306211647976
10629,2022-03-02,1023,Australia,Central,Laptop,8,1880,0.06,Standard,Electronics,15040,6390.074058502956
10626,2023-10-29,1158,UK,South,Printer,9,1775,0.2,Standard,Office,79875,3741.182870409928
10254,2023-12-01,1177,USA,East,Monitor,9,1851,0.02,Same Day,Electronics,16659,5546.057585241302
10657,2023-09-17,1130,USA,Central,Keyboard,5,1144,0.05,EXPRESS,Accessories,5720,1291.1310266124437
10213,2022-06-10,1123,UK,South,Smartwatch,7,478,0.28,Same Day,Electronics,3346,-183.94549468325704
10713,2024-06-17,1019,UK,North,Camera,4,1210,0.1,Same Day,Electronics,4840,1733.377012754313
10893,2023-10-28,1020,India,South,Tablet,2,1281,0.39,standard,Electronics,2562,-707.7813735006196
10763,2022-08-24,1150,Australia,North,laptop,5,930,0.03,Same Day,Electronics,4650,1697.233996064228
10336,2023-12-05,1132,USA,East,Headphones,1,902,0.36,EXPRESS,Accessories,902,8.319290228106127
10200,2022-02-23,1192,France,North,Headphones,3,1377,0.39,Standard,Accessories,4131,-592.0035590084667
10007,2022-03-29,1075,India,North,Headphones,7,636,0.14,EXPRESS,Accessories,4452,1227.810867784956
10071,2022-07-07,1024,UK,East,Monitor,9,363,0.09,Same Day,Electronics,3267,1182.9676758664048
10199,2022-06-01,1175,France,North,Mobile,4,109,0.39,Express,Electronics,436,-69.61820387588463
10748,2024-04-24,1068,Japan,South,Tablet,4,1410,0.11,Same Day,Electronics,5640,1272.4728682710024
10884,2024-02-02,1014,France,East,Printer,2,916,0.16,EXPRESS,Office,1832,331.4930824550387
10935,2022-11-09,1073,Brazil,South,Smartwatch,3,392,0.18,Standard,Electronics,1176,282.92543918839795
10155,2022-07-22,1140,Japan,East,Headphones,8,196,0.01,standard,Accessories,1568,633.7449448377646
10457,2022-12-05,1014,Mexico,West,Printer,1,362,0.03,Same Day,Office,362,39.649480158126906
10049,2022-07-25,1054,Mexico,Central,Laptop,4,133,0.13,Express,Electronics,532,-4.4848915250472885
10829,2022-03-10,1124,Australia,South,Keyboard,5,1011,0.03,Standard,Accessories,5055,919.4682577783657
10852,2024-10-05,1146,Brazil,North,Mouse,1,1820,0.08,Standard,Accessories,1820,465.55249005839653
10237,2024-10-16,1056,Brazil,North,Printer,7,1500,0.36,standard,Office,10500,731.9959674853317
10210,2022-12-04,1036,Brazil,,Mobile,7,87,0.02,Express,Electronics,609,249.7419562149995
10753,2022-09-18,1180,UK,,Laptop,7,1653,0.4,EXPRESS,Electronics,11571,-3195.4336319135573
10872,2023-07-29,1047,Japan,North,Tablet,5,628,0.22,EXPRESS,Electronics,3140,-6.359484961956014
10954,2024-08-01,1119,Mexico,South,Camera,7,1060,0.03,Same Day,Electronics,7420,3486.678970598366
10474,2024-04-08,1171,France,West,laptop,9,901,0.35,Standard,Accessories,8109,-1018.955392701424
10204,2022-09-11,1048,Brazil,East,Headphones,9,1164,0.26,standard,Accessories,10476,2184.465261861199
10333,2023-07-14,1165,Brazil,East,Tablet,5,982,0.1,Same Day,Electronics,4910,870.4087404134038
10970,2023-01-31,1120,India,East,Camera,6,1594,0.1,EXPRESS,Electronics,9564,1134.181981801536
10393,2022-04-25,1013,Australia,West,Keyboard,6,497,0.07,standard,Accessories,2982,685.496009500335
10674,2024-07-07,1068,Japan,South,Headphones,9,23,0.28,Same Day,Accessories,207,-5.343996308724911
10967,2024-10-19,1014,France,North,Camera,9,777,0.08,Standard,Electronics,6993,1429.4226979881228
10039,2022-01-14,1148,USA,North,Mouse,5,303,0.21,EXPRESS,Accessories,1515,162.8220067461167
10426,2023-12-19,1083,Australia,West,Printer,7,1896,0.05,Express,Office,13272,5909.862992769475
10561,2023-11-16,1159,India,South,Headphones,4,802,0.13,Standard,Accessories,3208,1185.9468993651817
10874,2023-06-21,1197,Mexico,South,Printer,1,240,0.3,Express,Office,240,38.32772697988068
10904,2022-11-23,1014,USA,West,Mouse,1,1573,0.24,Standard,Accessories,1573,251.70580900410937
10066,2024-05-28,1128,Brazil,North,Printer,7,446,0.08,Express,Office,3122,226.28119154270573
10367,2024-03-02,1162,Canada,Central,Laptop,1,1045,0.11,Express,Electronics,1045,238.4047359909061
10707,2023-09-16,1009,Brazil,North,Printer,9,607,0.22,EXPRESS,Office,5463,115.32986631900599
10980,2023-09-24,1049,UK,North,Mobile,1,747,0.0,standard,Electronics,747,127.34803712374321
10665,2022-01-28,1099,Japan,South,Monitor,7,418,0.09,Express,Electronics,2926,490.7496089657613
10702,2023-11-23,1194,Germany,Central,Headphones,6,453,0.07,EXPRESS,Accessories,2718,198.87676549101545
10341,2022-06-03,1169,,Central,Smartwatch,7,957,0.39,Express,Electronics,6699,676.4152244509105
10825,2022-04-05,1076,Australia,East,Smartwatch,1,1749,0.06,standard,Electronics,1749,622.9803506709525
10025,2024-09-02,1189,UK,West,Smartwatch,4,1140,0.15,Standard,Electronics,4560,1356.9103322506212
10211,2024-04-01,1060,Canada,East,Keyboard,1,1808,0.14,Express,Accessories,1808,-62.99078214032116
10482,2024-07-17,1014,France,Central,Smartwatch,9,1936,0.34,Standard,Electronics,17424,-2873.6868820843238
10590,2024-02-03,1140,Japan,Central,Laptop,1,30,0.16,EXPRESS,Electronics,30,9.147388299360426
10849,2024-10-04,1198,USA,East,Keyboard,7,1073,0.06,Standard,Accessories,7511,1809.0418340627793
10772,2023-12-26,1079,UK,East,Printer,1,726,0.04,EXPRESS,Office,726,286.3575559015672
10364,2024-10-12,1191,Australia,Central,Mobile,2,914,0.27,standard,Electronics,1828,-92.34569173502666
10187,2024-10-13,1064,Japan,East,Camera,5,1200,0.29,Standard,Electronics,6000,786.9455068232348
10329,2024-12-17,1169,France,West,Monitor,6,541,0.12,Express,Electronics,3246,528.6070329427307
10831,2024-05-21,1131,Japan,East,Headphones,3,1340,0.16,standard,Accessories,4020,1212.827248549321
10593,2022-04-08,1121,India,South,Headphones,2,976,0.31,standard,Accessories,9760,-143.99767114041458
10346,2024-10-05,1157,Canada,South,Smartwatch,8,233,,Standard,Electronics,1864,604.5242127616865
10257,2022-09-10,1144,Australia,South,Smartwatch,3,1655,0.14,standard,Electronics,4965,469.2235596618383
10055,2023-12-31,1032,India,East,Smartwatch,6,463,0.23,Same Day,Electronics,2778,-204.82188562951296
10603,2024-01-29,1050,Australia,Central,Mouse,9,1530,0.34,Express,Accessories,13770,362.3419223712872
10104,2024-10-25,1011,Brazil,Central,Camera,8,932,0.0,Same Day,Electronics,7456,1118.3740538835827
10433,2024-11-14,1091,Mexico,South,Camera,3,1995,0.33,EXPRESS,Electronics,5985,250.93628517631805
10730,2022-07-13,1155,Germany,,Smartwatch,2,938,0.14,Standard,Electronics,1876,509.41083337293554
10901,2023-04-21,1024,Canada,East,Mouse,8,1560,0.37,Standard,Accessories,12480,-2035.3552897432273
10144,2023-11-30,1036,Japan,North,Smartwatch,6,1476,0.04,Standard,Electronics,8856,569.0882814574795
10870,2022-04-27,1025,Australia,Central,Laptop,6,1889,0.37,Express,Electronics,11334,257.1638336717551
10571,2023-11-05,1110,Mexico,East,Printer,5,385,0.09,Same Day,Office,1925,222.5657584033131
10774,2024-04-30,1123,France,Central,Monitor,4,1412,0.31,EXPRESS,Electronics,5648,754.8696499542141
10129,2023-10-08,1081,Mexico,East,Smartwatch,2,1122,0.25,Same Day,Electronics,2244,445.17691938085204
10100,2023-12-27,1197,UK,Central,Mouse,2,944,0.27,standard,Accessories,1888,-293.70937231767203
10171,2024-08-12,1122,Germany,East,Camera,3,321,0.26,Express,Electronics,963,-36.156159464897655
10828,2024-03-04,1097,France,East,Keyboard,5,797,0.08,Same Day,Accessories,3985,1507.1583750941907
10218,2023-10-02,1045,Brazil,North,Headphones,3,1604,0.37,standard,Accessories,4812,-190.18599482209584
10131,2024-11-17,1166,Germany,West,Mouse,2,1826,0.02,standard,Accessories,3652,1351.6708880753245
11000,2022-02-10,1036,Australia,East,Keyboard,3,660,0.27,Same Day,Accessories,1980,-180.22811253608927
10641,2024-12-05,1095,,South,Tablet,5,634,0.33,standard,Electronics,3170,407.7952203531072
10056,2022-06-11,1035,Canada,East,Monitor,6,1833,0.39,standard,Electronics,10998,725.7900412157105
10568,2024-12-31,1061,Australia,South,Tablet,1,864,0.1,standard,Electronics,864,318.4017718898848
10812,2023-08-21,1089,Germany,East,Mouse,6,887,0.05,Same Day,Accessories,5322,1927.1542095649875
10952,2024-01-05,1128,Brazil,South,Smartwatch,9,807,0.22,Express,Electronics,7263,130.90510301101745
10437,2024-11-28,1186,Mexico,North,Monitor,4,371,0.39,Standard,Electronics,1484,-36.47692883887407
10386,2024-04-28,1144,UK,North,Keyboard,7,1481,0.25,Standard,Accessories,10367,485.6009953171806
10458,2023-05-15,1026,UK,Central,Mobile,8,496,0.14,Express,Electronics,3968,237.0181405321572
10117,2024-10-17,1025,Germany,South,Keyboard,8,754,0.26,Standard,Accessories,6032,-840.6802152905143
10789,2024-09-19,1118,India,West,Smartwatch,8,1458,0.33,Same Day,Electronics,11664,-2117.6278743710022
10221,2023-04-05,1061,Mexico,East,Printer,1,575,0.21,Same Day,Office,575,-19.609600018975982
10794,2024-03-31,1025,India,East,Keyboard,9,1127,0.1,Standard,Accessories,10143,3931.546067794192
10660,2023-10-01,1020,Germany,East,Laptop,4,1629,0.25,EXPRESS,Electronics,6516,551.3428256466386
10185,2022-12-12,1083,Germany,South,Tablet,6,461,0.28,EXPRESS,Electronics,2766,-481.20556557966665
10750,2024-06-20,1178,India,North,Monitor,3,579,0.02,Express,Electronics,1737,339.01237978613767
10883,2024-05-25,1043,Germany,North,Tablet,8,1868,0.01,Express,Electronics,14944,2532.2815096125637
10573,2022-04-28,1006,Australia,South,Camera,5,674,0.35,Express,Electronics,3370,-119.15107986866315
10043,2024-06-16,1163,Australia,West,Laptop,7,206,0.02,Express,Electronics,1442,607.1085804286054
10508,2022-03-31,1010,Mexico,North,Headphones,1,1322,0.18,EXPRESS,Accessories,1322,394.78378225563023
10885,2023-10-26,1042,,North,Keyboard,7,1114,0.22,Standard,Accessories,7798,1134.4133403665433
10741,2022-05-20,1025,Australia,South,Printer,6,491,,Same Day,Office,2946,397.7173606714606
10570,2022-09-07,1061,Brazil,East,Monitor,4,1736,0.16,Express,Electronics,6944,
10207,2022-06-02,1195,UK,Central,Camera,5,1618,0.39,Standard,Electronics,8090,-1015.4900342255382
10422,2023-03-21,1115,France,North,Headphones,7,731,0.39,Standard,Accessories,5117,-1268.528835017175
10142,2023-07-18,1097,India,West,Smartwatch,4,1729,0.35,EXPRESS,Electronics,6916,34.3498006780851
10306,2024-12-12,1185,Canada,,Headphones,3,424,0.23,EXPRESS,Accessories,1272,336.94495098769386
10982,2022-05-08,1018,Japan,West,Tablet,7,215,0.02,EXPRESS,Electronics,1505,154.70153279326692
10728,2024-08-04,1043,India,,Monitor,8,1489,0.08,standard,Electronics,11912,786.5410366331025
10070,2024-02-03,1041,Japan,East,Camera,2,448,0.18,standard,Electronics,896,-37.84063810621049
10839,2023-01-31,1108,Japan,East,Keyboard,9,1171,0.02,standard,Accessories,10539,1520.111476654353
10649,2022-12-16,1163,Mexico,North,Mouse,8,441,0.04,Express,Accessories,3528,1122.7168625074005
10219,2024-11-22,1087,Mexico,East,Mouse,4,1183,0.26,Standard,Accessories,4732,-94.38243099863416
10387,2022-03-31,1137,UK,West,Tablet,1,1797,0.17,Express,Electronics,1797,213.0636760067664
10082,2023-02-23,1100,Australia,East,Smartwatch,2,908,0.09,Express,Electronics,1816,87.92849344606458
10791,2022-05-25,1157,USA,South,Mouse,1,1898,0.12,Standard,Accessories,1898,623.319213101696
10987,2023-07-06,1145,India,South,Mouse,1,1189,0.18,standard,Accessories,1189,189.1486511069029
10272,2024-11-28,1066,Australia,North,Mobile,4,142,0.13,Same Day,Electronics,568,63.671271718730935
10584,2024-07-07,1187,Australia,Central,Printer,2,1795,0.02,Express,Office,3590,648.5331418211297
10091,2024-02-19,1046,Australia,West,Tablet,5,387,0.1,Standard,Electronics,1935,255.45599807496524
10146,2022-01-02,1167,Japan,East,Mobile,9,1523,0.32,Standard,Electronics,13707,-1123.4647747950821
10920,2022-07-13,1143,USA,West,Smartwatch,1,1366,0.06,Express,Electronics,1366,358.8097767297974
10948,2022-06-14,1195,Australia,South,Laptop,8,722,0.26,Express,Electronics,5776,162.11178294203296
10429,2022-05-24,1194,Mexico,North,Headphones,3,58,0.07,Same Day,Accessories,174,28.32584610512584
10729,2023-07-28,1055,Canada,South,Tablet,3,313,0.35,Standard,Electronics,939,-75.87886287497372
10008,2024-05-21,1086,,Central,Headphones,7,1044,0.32,Express,Accessories,7308,-150.3737159137322
10337,2023-08-04,1044,Australia,Central,Mobile,4,1812,0.04,standard,Electronics,7248,1575.1663141846893
10946,2023-05-06,1035,Germany,East,Tablet,5,1946,0.29,Standard,Electronics,9730,1100.7220297490567
10440,2024-07-23,1146,Brazil,West,Mouse,5,302,0.07,EXPRESS,Accessories,1510,541.2799946212892
10235,2024-08-17,1073,,West,Mouse,4,1621,0.24,EXPRESS,Accessories,6484,-50.8637549557061
10181,2023-04-18,1009,Japan,East,Camera,7,1309,0.15,standard,Electronics,9163,1388.0291060150546
10408,2023-10-25,1178,Japan,North,Smartwatch,2,575,0.33,standard,Electronics,1150,-129.02845988992703
10939,2024-12-13,1070,Australia,North,Laptop,5,220,0.32,EXPRESS,Electronics,1100,-21.832101279455287
10298,2023-11-13,1196,France,South,Headphones,7,1736,0.02,EXPRESS,Accessories,12152,
10694,2022-08-16,1183,USA,South,Tablet,9,1676,0.1,Same Day,Electronics,15084,162.03406913460412
10001,2024-05-10,1165,Germany,South,Headphones,9,1357,0.14,Standard,Accessories,12213,2548.3763939639325
10395,2024-04-05,1174,Brazil,East,Mobile,3,1063,0.29,Same Day,Electronics,3189,-503.69736357692045
10499,2024-01-06,1071,India,East,Mouse,9,1644,0.24,Express,Accessories,14796,-708.8604240308496
10294,2022-05-30,1036,Brazil,Central,Smartwatch,7,1430,0.25,Same Day,Electronics,10010,966.8278122143556
10950,2023-04-14,1006,Australia,North,Keyboard,4,61,0.25,Express,Accessories,244,
10694,2022-08-16,1183,USA,South,Tablet,9,1676,0.1,Same Day,Electronics,15084,162.03406913460412
10692,2022-04-19,1192,Canada,Central,Printer,3,1553,0.2,standard,Office,4659,-228.74124457479104
10671,2024-06-01,1001,Mexico,Central,Laptop,3,541,0.05,Same Day,Electronics,1623,686.6973803734179
10886,2022-01-25,1175,UK,,Smartwatch,8,1997,0.25,standard,Electronics,15976,2495.5534030528306
10726,2024-05-30,1048,France,Central,Tablet,7,1133,0.02,Standard,Electronics,7931,2250.9624344118347
10278,2024-04-07,1075,Brazil,Central,Tablet,9,499,0.25,Standard,Electronics,4491,913.875960721869
10834,2022-01-23,1197,France,West,Keyboard,8,1933,0.04,EXPRESS,Accessories,15464,4863.579416463111
10322,2022-04-30,1047,Japan,East,Printer,1,1695,0.27,EXPRESS,Office,8475,3.7409408433907743
10282,2022-01-20,1024,Australia,North,Printer,5,103,0.08,standard,Office,515,
10384,2022-02-04,1011,Canada,North,Keyboard,6,1569,0.36,EXPRESS,Accessories,9414,-375.0496404627356
10096,2023-02-11,1007,France,West,Monitor,1,1384,0.31,standard,Electronics,1384,49.139531562424
10190,2024-06-15,1172,USA,South,Tablet,8,1177,0.14,Express,Electronics,9416,1680.3923020776479
10101,2024-08-18,1199,India,East,Tablet,8,171,0.13,Standard,Electronics,1368,155.08759842361465
10541,2024-04-06,1193,Mexico,East,Monitor,1,613,0.37,Same Day,Electronics,613,21.560340084091536
10072,2023-01-15,1038,USA,East,Smartwatch,7,1467,0.05,standard,Electronics,10269,2436.082101404154
10820,2022-01-15,1168,Japan,North,Laptop,4,447,0.28,Standard,Electronics,1788,229.9898304290178
10710,2022-12-16,1104,France,North,Headphones,3,885,0.18,EXPRESS,Accessories,2655,364.02129436404414
10149,2024-05-04,1038,France,West,laptop,4,469,0.26,Express,Accessories,1876,265.641794873781
10999,2022-02-11,1175,Germany,West,Smartwatch,7,228,0.33,standard,Electronics,1596,-249.63578786964058
10510,2023-06-24,1032,Mexico,West,Camera,7,1353,0.08,Express,Electronics,9471,1970.4391802868279
10974,2024-06-23,1151,France,North,Smartwatch,2,1431,0.17,Standard,Electronics,2862,919.0422196915088
10417,2023-02-01,1014,USA,,Headphones,7,1337,0.33,Same Day,Accessories,9359,-362.6136888055453
10538,2022-06-26,1153,France,West,Headphones,5,990,0.09,Standard,Accessories,4950,364.7455575605527
10618,2022-04-21,1092,Brazil,East,Camera,2,1452,0.27,Express,Electronics,2904,-7.463157879931373
10712,2024-01-29,1132,Mexico,,Mouse,2,1556,0.15,Express,Accessories,3112,-15.95539869002755
10067,2024-12-12,1060,Japan,Central,Headphones,5,1160,0.34,Standard,Accessories,5800,-607.6116574148748
10879,2022-12-13,1011,Germany,South,Laptop,2,1663,0.03,Standard,Electronics,3326,1393.844276515357
10951,2024-06-28,1053,Australia,Central,Mouse,1,334,0.2,Express,Accessories,334,84.44339303680242
10547,2023-02-09,1142,Mexico,North,laptop,2,658,,Standard,Office,1316,78.48984318869066
10441,2023-02-02,1184,Canada,East,Camera,3,1629,0.39,Standard,Electronics,4887,-1225.495607601494
10823,2024-04-23,1012,,West,Smartwatch,2,1550,0.37,Same Day,Electronics,3100,258.1629064098993
10871,2024-07-25,1071,Canada,South,Tablet,1,1035,,standard,Electronics,1035,459.1350159885453
10587,2022-03-16,1011,Germany,Central,Printer,7,729,0.15,Same Day,Office,5103,-34.333415523177905
10466,2023-12-15,1078,Germany,East,Monitor,4,549,0.35,EXPRESS,Electronics,2196,-218.1193986139558
10369,2022-09-15,1157,Japan,North,Printer,6,1805,0.18,Standard,Office,10830,2634.4053651596996
10805,2022-06-06,1146,Australia,,Smartwatch,1,422,0.21,Express,Electronics,422,-33.20746180344041
10918,2023-08-13,1034,USA,West,Keyboard,9,764,0.39,Express,Accessories,6876,-1675.6679263741958
10114,2024-05-13,1198,India,East,Monitor,4,1057,0.28,Express,Electronics,4228,77.67668112946467
10804,2023-02-24,1000,Japan,East,Keyboard,2,352,0.2,Standard,Accessories,704,167.9041937118182
10044,2022-04-02,1112,Canada,Central,Mouse,2,517,0.02,standard,Accessories,1034,243.33921255280865
